1;2010-01-01;2011-01-01;100000000;125;1;50000
2;2010-01-01;2011-01-01;100000000;126;1;50000
3;2010-01-01;2011-01-01;100000000;125;1;50000
4;2010-01-01;2011-01-01;100000000;125;1;50000
5;2013-01-01;2011-01-01;100000000;125;1;50000
6;2010-01-01;2011-01-01;100000000;125;1;50000
7;2010-01-01;2011-01-01;100000000;125;1;50000
8;2010-01-01;2011-01-01;100000000;128;1;50000
9;2010-01-01;2011-01-01;100000000;125;1;50000
10;2010-01-01;2011-01-01;100000000;125;1;50000
11;2013-01-01;2011-01-01;100000000;125;1;50000
12;2010-01-01;2011-01-01;100000000;125;1;50000
13;2011-01-01;2011-01-01;100000000;125;1;50000
14;2010-01-01;2011-01-01;100000000;128;1;50000
15;2010-01-01;2011-01-01;100000000;125;1;50000
16;2010-01-01;2011-01-01;100000000;125;1;50000
17;2010-01-01;2011-01-01;100000000;125;1;50000
18;2010-01-01;2012-01-01;100000000;125;1;50000
19;2010-01-01;2011-01-01;100000000;125;1;50000
20;2010-01-01;2011-01-01;100000000;125;1;50000
21;2010-01-01;2011-01-01;100000000;125;1;50000
22;2010-01-01;2011-01-01;100000000;125;1;50000
23;2010-01-01;2011-01-01;100000000;128;1;50000
24;2010-01-01;2011-01-01;100000000;125;1;5000
25;2010-01-01;2011-01-01;100000000;125;1;50000
26;2010-01-01;2012-01-01;100000000;128;1;50000
27;2010-01-01;2011-01-01;10000000;125;1;50000
28;2010-01-01;2011-01-01;100000000;125;1;5000
29;2011-01-01;2011-01-01;100000000;128;1;50000
30;2010-01-01;2011-01-01;100000000;125;1;50000
31;2010-01-01;2011-01-01;10000000;125;1;50000
32;2010-01-01;2011-01-01;100000000;128;1;5000
33;2010-01-01;2011-01-01;100000000;125;1;50000
34;2010-01-01;2011-01-01;100000000;125;1;50000
35;2010-01-01;2011-01-01;1000000;125;1;50000
36;2013-01-01;2011-01-01;100000000;125;1;50000
37;2010-01-01;2011-01-01;100000000;125;1;50000
38;2010-01-01;2011-01-01;100000;125;1;50000
39;2010-01-01;2011-01-01;100000000;125;1;50000
40;2010-01-01;2011-01-01;100000000;131;1;500
41;2010-01-01;2011-01-01;1000000;125;1;50000
42;2010-01-01;2011-01-01;100000000;134;1;50000
43;2010-01-01;2011-01-01;10000000;125;1;50000
44;2011-01-01;2011-01-01;100000000;125;1;50000
45;2010-01-01;2012-01-01;100000000;125;1;50000
46;2010-01-01;2011-01-01;100000001;131;1;50000
47;2010-01-01;2011-01-01;100000000;125;1;50000
48;2010-01-01;2011-01-01;100000000;125;1;50000
49;2010-01-01;2011-01-01;100000000;125;1;50000
50;2010-01-01;2011-01-01;100000000;125;1;50000
51;2010-01-01;2011-01-01;100000000;125;1;50000
52;2010-01-01;2011-01-01;10000000;125;1;50000
53;2010-01-01;2011-01-01;100000000;137;1;5000
54;2010-01-01;2011-01-01;100000000;125;1;50000
55;2010-01-01;2011-01-01;100000000;125;1;50000
56;2010-01-01;2011-01-01;100000001;125;1;50000
57;2011-01-01;2011-01-01;100000000;125;1;500
58;2010-01-01;2011-01-01;10000000;125;1;50000
59;2010-01-01;2011-01-01;100000000;125;1;50000
60;2010-01-01;2011-01-01;100000000;125;1;50000
61;2010-01-01;2011-01-01;100000000;125;1;50000
62;2010-01-01;2011-01-01;100000000;125;1;50000
63;2010-01-01;2011-01-01;100000000;125;1;50000
64;2010-01-01;2011-01-01;1000000;125;1;50000
65;2010-01-01;2011-01-01;100000000;125;1;50000
66;2010-01-01;2011-01-01;100000000;125;1;50000
67;2010-01-01;2011-01-01;100000000;125;1;50000
68;2010-01-01;2011-01-01;100000000;131;1;50000
69;2013-01-01;2011-01-01;100000000;125;1;50000
70;2010-01-01;2011-01-01;100000000;125;1;50000
71;2010-01-01;2011-01-01;100000000;125;1;50000
72;2010-01-01;2011-01-01;100000000;137;1;500
73;2011-01-01;2011-01-01;100000000;125;1;50000
74;2010-01-01;2011-01-01;100000000;125;1;50000
75;2010-01-01;2011-01-01;100000000;125;1;50000
76;2010-01-01;2011-01-01;100000000;125;1;50000
77;2010-01-01;2011-01-01;100000000;125;1;500
78;2010-01-01;2011-01-01;100000000;125;1;50000
79;2011-01-01;2011-01-01;100000000;125;1;50000
80;2010-01-01;2011-01-01;100000000;125;1;50000
81;2010-01-01;2011-01-01;100000000;125;1;50000
82;2010-01-01;2011-01-01;100000000;125;1;50000
83;2010-01-01;2011-01-01;100000000;125;1;5000
84;2010-01-01;2011-01-01;100000000;125;1;50000
85;2010-01-01;2011-01-01;100000000;137;1;50000
86;2010-01-01;2011-01-01;100010000;125;1;50000
87;2010-01-01;2011-01-01;100000000;125;1;50000
88;2010-01-01;2011-01-01;100100000;125;1;50000
89;2010-01-01;2011-01-01;100000000;125;1;50000
90;2010-01-01;2011-01-01;100000000;125;1;50000
91;2010-01-01;2011-01-01;101000000;125;1;50000
92;2011-01-01;2011-01-01;100000100;125;1;50000
93;2010-01-01;2011-01-01;100000000;125;1;50000
94;2013-01-01;2011-01-01;100100000;140;1;5000
95;2010-01-01;2011-01-01;100000000;125;1;50000
96;2010-01-01;2011-01-01;100000000;125;1;50000
97;2010-01-01;2011-01-01;100010000;125;1;50000
98;2013-01-01;2011-01-01;100000010;125;1;50000
99;2010-01-01;2011-01-01;100000011;125;1;50000
100;2010-01-01;2011-01-01;100000000;125;1;50000
101;2010-01-01;2011-01-01;100010000;125;1;50000
102;2010-01-01;2011-01-01;100000000;125;1;50000
103;2010-01-01;2011-01-01;100001000;125;1;50000
